estimator,snr0,contrast,delta_L_stable_anchor,L_stable_anchor_reference,L_stable_anchor_arm,delta_L_stable_anchor_structure,L_stable_anchor_structure_reference,L_stable_anchor_structure_arm,bootstrap_unit,bootstrap_n,note,freeze_sha256
TIKHONOV_TEMPORAL,10.0,RESOLVED_PHYSICAL - DIRECT_PHYSICAL,4.0,92.0,96.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TIKHONOV_TEMPORAL,10.0,UNRESOLVED_IMAGE - DIRECT_PHYSICAL,0.0,92.0,92.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TIKHONOV_TEMPORAL,10.0,TOTAL_FLUX - DIRECT_PHYSICAL,-92.0,92.0,0.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TIKHONOV_TEMPORAL,30.0,RESOLVED_PHYSICAL - DIRECT_PHYSICAL,4.0,92.0,96.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TIKHONOV_TEMPORAL,30.0,UNRESOLVED_IMAGE - DIRECT_PHYSICAL,4.0,92.0,96.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TIKHONOV_TEMPORAL,30.0,TOTAL_FLUX - DIRECT_PHYSICAL,-92.0,92.0,0.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TIKHONOV_TEMPORAL,100.0,RESOLVED_PHYSICAL - DIRECT_PHYSICAL,4.0,92.0,96.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TIKHONOV_TEMPORAL,100.0,UNRESOLVED_IMAGE - DIRECT_PHYSICAL,4.0,92.0,96.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TIKHONOV_TEMPORAL,100.0,TOTAL_FLUX - DIRECT_PHYSICAL,-92.0,92.0,0.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TIKHONOV_TEMPORAL,300.0,RESOLVED_PHYSICAL - DIRECT_PHYSICAL,0.0,96.0,96.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TIKHONOV_TEMPORAL,300.0,UNRESOLVED_IMAGE - DIRECT_PHYSICAL,0.0,96.0,96.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TIKHONOV_TEMPORAL,300.0,TOTAL_FLUX - DIRECT_PHYSICAL,-96.0,96.0,0.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TIKHONOV_TEMPORAL,1000.0,RESOLVED_PHYSICAL - DIRECT_PHYSICAL,0.0,96.0,96.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TIKHONOV_TEMPORAL,1000.0,UNRESOLVED_IMAGE - DIRECT_PHYSICAL,0.0,96.0,96.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TIKHONOV_TEMPORAL,1000.0,TOTAL_FLUX - DIRECT_PHYSICAL,-96.0,96.0,0.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TIKHONOV_TEMPORAL,3000.0,RESOLVED_PHYSICAL - DIRECT_PHYSICAL,4.0,96.0,100.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TIKHONOV_TEMPORAL,3000.0,UNRESOLVED_IMAGE - DIRECT_PHYSICAL,0.0,96.0,96.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TIKHONOV_TEMPORAL,3000.0,TOTAL_FLUX - DIRECT_PHYSICAL,-96.0,96.0,0.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TIKHONOV_TEMPORAL,10000.0,RESOLVED_PHYSICAL - DIRECT_PHYSICAL,4.0,96.0,100.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TIKHONOV_TEMPORAL,10000.0,UNRESOLVED_IMAGE - DIRECT_PHYSICAL,0.0,96.0,96.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TIKHONOV_TEMPORAL,10000.0,TOTAL_FLUX - DIRECT_PHYSICAL,-96.0,96.0,0.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TIKHONOV_TEMPORAL,30000.0,RESOLVED_PHYSICAL - DIRECT_PHYSICAL,4.0,96.0,100.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TIKHONOV_TEMPORAL,30000.0,UNRESOLVED_IMAGE - DIRECT_PHYSICAL,0.0,96.0,96.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TIKHONOV_TEMPORAL,30000.0,TOTAL_FLUX - DIRECT_PHYSICAL,-96.0,96.0,0.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TIKHONOV_TEMPORAL,100000.0,RESOLVED_PHYSICAL - DIRECT_PHYSICAL,4.0,96.0,100.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TIKHONOV_TEMPORAL,100000.0,UNRESOLVED_IMAGE - DIRECT_PHYSICAL,0.0,96.0,96.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TIKHONOV_TEMPORAL,100000.0,TOTAL_FLUX - DIRECT_PHYSICAL,-96.0,96.0,0.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TIKHONOV_TEMPORAL,1000000.0,RESOLVED_PHYSICAL - DIRECT_PHYSICAL,4.0,96.0,100.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TIKHONOV_TEMPORAL,1000000.0,UNRESOLVED_IMAGE - DIRECT_PHYSICAL,0.0,96.0,96.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TIKHONOV_TEMPORAL,1000000.0,TOTAL_FLUX - DIRECT_PHYSICAL,-96.0,96.0,0.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TSVD,1.0,RESOLVED_PHYSICAL - DIRECT_PHYSICAL,0.0,0.0,0.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TSVD,1.0,UNRESOLVED_IMAGE - DIRECT_PHYSICAL,0.0,0.0,0.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TSVD,1.0,TOTAL_FLUX - DIRECT_PHYSICAL,0.0,0.0,0.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TSVD,3.0,RESOLVED_PHYSICAL - DIRECT_PHYSICAL,24.0,48.0,72.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TSVD,3.0,UNRESOLVED_IMAGE - DIRECT_PHYSICAL,0.0,48.0,48.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TSVD,3.0,TOTAL_FLUX - DIRECT_PHYSICAL,-48.0,48.0,0.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TSVD,10.0,RESOLVED_PHYSICAL - DIRECT_PHYSICAL,32.0,48.0,80.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TSVD,10.0,UNRESOLVED_IMAGE - DIRECT_PHYSICAL,12.0,48.0,60.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TSVD,10.0,TOTAL_FLUX - DIRECT_PHYSICAL,-48.0,48.0,0.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TSVD,30.0,RESOLVED_PHYSICAL - DIRECT_PHYSICAL,32.0,60.0,92.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TSVD,30.0,UNRESOLVED_IMAGE - DIRECT_PHYSICAL,12.0,60.0,72.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TSVD,30.0,TOTAL_FLUX - DIRECT_PHYSICAL,-60.0,60.0,0.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TSVD,100.0,RESOLVED_PHYSICAL - DIRECT_PHYSICAL,40.0,64.0,104.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TSVD,100.0,UNRESOLVED_IMAGE - DIRECT_PHYSICAL,16.0,64.0,80.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TSVD,100.0,TOTAL_FLUX - DIRECT_PHYSICAL,-64.0,64.0,0.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TSVD,300.0,RESOLVED_PHYSICAL - DIRECT_PHYSICAL,52.0,68.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TSVD,300.0,UNRESOLVED_IMAGE - DIRECT_PHYSICAL,20.0,68.0,88.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TSVD,300.0,TOTAL_FLUX - DIRECT_PHYSICAL,-68.0,68.0,0.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TSVD,1000.0,RESOLVED_PHYSICAL - DIRECT_PHYSICAL,44.0,76.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TSVD,1000.0,UNRESOLVED_IMAGE - DIRECT_PHYSICAL,20.0,76.0,96.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TSVD,1000.0,TOTAL_FLUX - DIRECT_PHYSICAL,-76.0,76.0,0.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TSVD,3000.0,RESOLVED_PHYSICAL - DIRECT_PHYSICAL,40.0,80.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TSVD,3000.0,UNRESOLVED_IMAGE - DIRECT_PHYSICAL,40.0,80.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TSVD,3000.0,TOTAL_FLUX - DIRECT_PHYSICAL,-80.0,80.0,0.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TSVD,10000.0,RESOLVED_PHYSICAL - DIRECT_PHYSICAL,36.0,84.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TSVD,10000.0,UNRESOLVED_IMAGE - DIRECT_PHYSICAL,36.0,84.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TSVD,10000.0,TOTAL_FLUX - DIRECT_PHYSICAL,-84.0,84.0,0.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TSVD,30000.0,RESOLVED_PHYSICAL - DIRECT_PHYSICAL,32.0,88.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TSVD,30000.0,UNRESOLVED_IMAGE - DIRECT_PHYSICAL,32.0,88.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TSVD,30000.0,TOTAL_FLUX - DIRECT_PHYSICAL,-88.0,88.0,0.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TSVD,100000.0,RESOLVED_PHYSICAL - DIRECT_PHYSICAL,20.0,100.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TSVD,100000.0,UNRESOLVED_IMAGE - DIRECT_PHYSICAL,20.0,100.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TSVD,100000.0,TOTAL_FLUX - DIRECT_PHYSICAL,-100.0,100.0,0.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TSVD,1000000.0,RESOLVED_PHYSICAL - DIRECT_PHYSICAL,8.0,112.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TSVD,1000000.0,UNRESOLVED_IMAGE - DIRECT_PHYSICAL,8.0,112.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
TSVD,1000000.0,TOTAL_FLUX - DIRECT_PHYSICAL,0.0,112.0,112.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
WIENER_GAUSSIAN,1.0,RESOLVED_PHYSICAL - DIRECT_PHYSICAL,0.0,120.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
WIENER_GAUSSIAN,1.0,UNRESOLVED_IMAGE - DIRECT_PHYSICAL,0.0,120.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
WIENER_GAUSSIAN,1.0,TOTAL_FLUX - DIRECT_PHYSICAL,0.0,120.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
WIENER_GAUSSIAN,3.0,RESOLVED_PHYSICAL - DIRECT_PHYSICAL,0.0,120.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
WIENER_GAUSSIAN,3.0,UNRESOLVED_IMAGE - DIRECT_PHYSICAL,0.0,120.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
WIENER_GAUSSIAN,3.0,TOTAL_FLUX - DIRECT_PHYSICAL,0.0,120.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
WIENER_GAUSSIAN,10.0,RESOLVED_PHYSICAL - DIRECT_PHYSICAL,0.0,120.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
WIENER_GAUSSIAN,10.0,UNRESOLVED_IMAGE - DIRECT_PHYSICAL,0.0,120.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
WIENER_GAUSSIAN,10.0,TOTAL_FLUX - DIRECT_PHYSICAL,0.0,120.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
WIENER_GAUSSIAN,30.0,RESOLVED_PHYSICAL - DIRECT_PHYSICAL,0.0,120.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
WIENER_GAUSSIAN,30.0,UNRESOLVED_IMAGE - DIRECT_PHYSICAL,0.0,120.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
WIENER_GAUSSIAN,30.0,TOTAL_FLUX - DIRECT_PHYSICAL,0.0,120.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
WIENER_GAUSSIAN,100.0,RESOLVED_PHYSICAL - DIRECT_PHYSICAL,0.0,120.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
WIENER_GAUSSIAN,100.0,UNRESOLVED_IMAGE - DIRECT_PHYSICAL,0.0,120.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
WIENER_GAUSSIAN,100.0,TOTAL_FLUX - DIRECT_PHYSICAL,0.0,120.0,120.0,0.0,0.0,0.0,truth,2000,"L_stable_anchor is a population quantile over truths, so a per-truth bootstrap interval is reported on the age-error surface rather than on this scalar",e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
